"code","level","title","credits","subject","description"
"EPSY2201H","Undergraduate","Basics of Research Methods for Honors Students",2,"TCED - College of Education and Human Development","As part of a society that is saturated with ""research,"" we have all at some point encountered at least one form of research--whether it is via election polls, market surveys, investigative findings reported on the 10pm news, or academic research for your papers. There is sometimes too much research to make sense of it all. As an undergraduate student, you have likely found many examples of research, and it will only become more important in your own academic career, and if you choose to pursue an academic route, in your own development as a scholar. Therefore, learning the basics of research--how it is conducted, how it can be used to answer everyday questions, and what makes it good quality--will make you not only a better researcher, but also a better consumer of academic and popular research. This course aims to introduce you, as an honors student, to these topics."
"SLS5805","Undergraduate","Basics of Second Language Acquisition for Teachers",3,"TCLA - College of Liberal Arts","Structure of a specific language. Overview of published research on psychology of secondary language learning. Extensive practice analyzing learner language."
"PE1067","Undergraduate","Basketball",1,"TCED - College of Education and Human Development","Fundamental skills and rules of basketball, with emphasis on basic court movement and different offensive and defensive strategies."
"KIN3172","Undergraduate","Basketball Coaching Theory and Skill Development",2,"TCED - College of Education and Human Development","Coaching theory and skill development necessary to coach basketball.

prereq: [Enrolled in coaching program or KIN major or instr consent], skills sufficient for participating in drills/game/match/contest for demonstration/teaching purposes"
"MUSA2208","Undergraduate","Bass: Music Education and BA",2,"TCLA - College of Liberal Arts","Private instruction.

prereq: dept consent"
"MUSA1514","Undergraduate","Bassoon-Major Beyond Requirements","2 - 4","TCLA - College of Liberal Arts","Private instruction."
"MUSA8514","Graduate","Bassoon: Beyond Requirement","2 - 4","TCLA - College of Liberal Arts","Private instruction."
"MUSA5114","Graduate","Bassoon: Elective (graduate non-major in music)",2,"TCLA - College of Liberal Arts","Private instruction.

prereq: dept consent"
"MUSA3114","Undergraduate","Bassoon: Elective (non-major in music)","2 - 4","TCLA - College of Liberal Arts","Private instruction.

prereq: dept consent"
"MUSA1114","Undergraduate","Bassoon: Elective (non-major in music)","2 - 4","TCLA - College of Liberal Arts","Private instruction.

prereq: dept consent"
"MUSA3214","Undergraduate","Bassoon: Music Education and BA",2,"TCLA - College of Liberal Arts","Private instruction."
"MUSA2214","Undergraduate","Bassoon: Music Education and BA",2,"TCLA - College of Liberal Arts","Private instruction.

prereq: dept consent"
"MUSA1214","Undergraduate","Bassoon: Music Education and BA",2,"TCLA - College of Liberal Arts","Private instruction.

prereq: [Music education or BA applied] major, dept consent"
"MUSA2314","Undergraduate","Bassoon: Music Major","2 - 4","TCLA - College of Liberal Arts","Private instruction.

prereq: Audition, dept consent"
"MUSA3314","Undergraduate","Bassoon: Music Major","2 - 4","TCLA - College of Liberal Arts","Private instruction.

prereq: Audition, dept consent"
"MUSA1314","Undergraduate","Bassoon: Music Major","2 - 4","TCLA - College of Liberal Arts","Private instruction.

prereq: Audition, dept consent"
"MUSA8314","Graduate","Bassoon: Music Major (graduate)","2 - 4","TCLA - College of Liberal Arts","Private instruction.

prereq: Audition, dept consent"
"MUSA5414","Undergraduate","Bassoon: Music Major Secondary (graduate)","2 - 4","TCLA - College of Liberal Arts","Private instruction.

prereq: Audition, dept consent"
"MUSA1414","Undergraduate","Bassoon: Music Major Secondary (undergraduate)","2 - 4","TCLA - College of Liberal Arts","Private instruction.

prereq: Audition, dept consent"
"MUSA1914","Undergraduate","Bassoon: Music Major Transfer","2 - 4","TCLA - College of Liberal Arts","Private instruction for transfer students. One semester only.

prereq: Audition, dept consent"
"HSEM2707H","Undergraduate","Battling the Bugs: Anthrax, Ebola, and Everyday Life - PubH Strategies for Prevention & Control",3,"TUED - Undergraduate Education Administration","We share the planet with a myriad of living things. The smallest of those are the ones that may impact our lives the most. These creatures are in the news nearly every day: Ebola virus in Western Africa, measles outbreak among visitors to Disneyland, foodborne outbreaks on cruise ships, Zika virus precautions for pregnant women. This course will focus on the importance of infectious disease prevention, control, and treatment to the health and well-being of the global community. Students will explore the many facets of public health response operations and decision-making which are often behind the scenes and not well understood by the general public."
"AST5731","Graduate","Bayesian Astrostatistics",4,"TIOT - College of Science and Engineering","This course will introduce Bayesian methods for interpreting and analyzing large data sets from astrophysical experiments. These methods will be demonstrated using astrophysics real-world data sets and a focus on modern statistical software, such as R and python.

Prerequisites: MATH 2263 and MATH 2243, or equivalent; or instructor consent
Suggested: statistical course at the level of AST 4031, AST 5031, STAT 3021, or STAT 5021
"
"STAT5731","Graduate","Bayesian Astrostatistics",4,"TCLA - College of Liberal Arts","This course will introduce Bayesian methods for interpreting and analyzing large data sets from astrophysical experiments. These methods will be demonstrated using astrophysics real-world data sets and a focus on modern statistical software, such as R and python.

prereq:  MATH 2263 and MATH 2243, or equivalent; or instructor consent
Suggested: statistical course at the level of AST 4031, AST 5031, STAT 3021, or STAT 5021"
"STAT5041","Undergraduate","Bayesian Decision Making",3,"TCLA - College of Liberal Arts","Axioms for subjective probability/utility. Optimal statistical decision making. Sequential decisions/decision trees. Backward induction. Bayesian data analysis.

prereq: 4101 or 5021 or 5101 or instr consent"
"PUBH8442","Graduate","Bayesian Decision Theory and Data Analysis",3,"TPUB - School of Public Health","Theory/application of Bayesian methods. Bayesian methods compared with traditional, frequentist methods.

prereq: [[7460 or experience with FORTRAN or with [C, S+]], Stat 5101, Stat 5102, Stat 8311, grad student in [biostatistics or statistics]] or instr consent"
"BBE4502W","Undergraduate","BBE Capstone Design",4,"TIOT - College of Science and Engineering","Students develop, select, formulate, and complete an open-ended, comprehensive engineering process/product design project. This course should be taken during the last spring semester before graduation. 

prereq: BBE 3002 and BBE 3012 and BBE 4013 and or concurrent with BBE 4013 and CSE Upper Division."
"ARCH3222","Undergraduate","BDA Box Problem",2,"TALA - College of Design","Students gain insight into the process of making by designing a wooden box that addresses a specific ritual, ceremony, event or activity of their choosing. The box will be evaluated on creativity, technique, craft, and risk.  Introduction and practice with a variety of woodworking joints and techniques used to construct a wooden box.  "
"ARCH3212","Undergraduate","BDA: Analytical Modeling of Contemporary Architecture",3,"TALA - College of Design","Insight into analytical modeling as one of the most important tools for a designer. Exercises, activities and iterative making of analytical models will help students to gain insight into works of contemporary architecture; analyze constituent elements and systems of form, space and order; investigate and make visible the underlying conceptual notions that generated the work; explore physical modeling as modes and techniques of analysis and representation; explore the specific issue of scale in analysis, representation and design resolution; read 2-D architectural drawings and translate them into 3-D physical form; and generally improve physical modeling skills.
"
"ARCH3211","Undergraduate","BDA: Image, Authorship, and Architecture",2,"TALA - College of Design","Understanding the discipline and practice of architecture as fundamentally grounded in visual literacy, communication and authorship. Assignments and discussion help students: identify and characterize authorship of imagery; critically evaluate and converse about authorship of imagery; understand one's own authorship and its potential for growth, exploration and expression of visual themes in architecture."
"ARCH3221","Undergraduate","BDA: Masonry Design and Construction",3,"TALA - College of Design","This is a fast paced, high-energy course that combines modern design tools with the art and craft of making through a hands-on design-build process. This workshop is an opportunity for architecture students to learn and practice masonry design and construction by working directly with the Bricklayers & Allied Craftworkers (BAC) Local Union (Minnesota/North Dakota) Apprenticeship Training Center and in conjunction with the International Masonry Institute (IMI)."
"ARCH3223","Undergraduate","BDA: Screen Test: Metal Work",2,"TALA - College of Design","Understanding the screen as an architectural element and screening as an architectural device. Understanding the nature of making and material craft in the design process, specifically metals and metal alloys designed and fabricated as architectural screen panels. Students develop: ability to understand, work with and transform metals; design vocabulary around screens, screening and patterns in architecture; design ideas as material assemblies and spatial propositions; verbal and visual communication skills as part of the design process; criteria for making design decision relevant for using screens, screening and patterns in architecture.
"
"ARCH3261","Undergraduate","BDA: The Art of Daylighting Design: Exquisite Rooms",3,"TALA - College of Design","Daylighting design and luminous phenomena have long captured the imagination of designers and architects. The beauty and power of light and shadow inspires the work of the greatest architectural masters. This BDA Workshop explores the many roles of daylighting in architectural design and how it is shaped by the intersection of both poetic and performance goals and aspirations.  A select group of exquisite rooms of leading modern and contemporary architects will be compared and contrasted to gain insight into larger luminous design concepts, principles, strategies, and lessons on the art of daylighting design. Physical and computer models, photography, rendered drawings, diagramming, and computer analysis will be explored to understand the daylighting design philosophies, strategies, and details of 'Masters of Light' and the application of daylighting design lessons to an individual daylight investigation. Learning objectives are: to compare and contrast poetic and performance daylighting design concepts, principles, and strategies of modern and contemporary masters; to develop a comparative knowledge of daylighting theories and practices from case studies of exquisite rooms to gain the knowledge and skills necessary to effectively develop and assess qualitative and quantitative daylighting strategies; and to develop a personal daylighting design theory, process, and practice.
"
"ARCH3271","Undergraduate","BDA: Watercolor Sketching: Exploring Iconic Sites",2,"TALA - College of Design","Students will develop skills in representation and visualization using watercolor as a medium for examining architecture as material, structure and attitude. Students will explore creative methods in representation through a process of working en plein air. A new site of architectural significance will be visited each week. The goal of this design workshop is for students to discover and capture a sense of space, material and design in a personal manner, developing skills in representation as well as in design process. The way of working en plein air reflects a tradition in architecture of studying precedents in situ as well as an attitude captured by Frederick Frank in The Zen of Seeing, namely: To stop rushing around, to sit quietly on the grass, to switch off the world and come back to the earth, to allow the eye to see a willow, a bush, a cloud, a leaf, is an unforgettable experience.
"
"INMD7101","Medicine","Becoming a Doctor Clinical Immersion 1",1,"TMED - Medical School","Opportunity to provide standard curriculum across school now grounded in substantial clinical experience (e.g., integrated basic science curriculum). Opportunity for new or existing institutional assessments to happen in short time frame for all students (not interfering with clinical rotations). Opportunity for co-curricular activities (Service Learning, FA group reflections, eg) to become curricular and standard in timing, again, not interfering with clinical rotations. Transition into role of professional."
"INMD7102","Medicine","Becoming a Doctor Clinical Immersion 2",1,"TMED - Medical School","Opportunity to provide standard curriculum across schools now grounded in substantial clinical experience (e.g. integrated basic science curriculum). Opportunity for new or existing institutional assessments to happen in a short time frame for all students (not interfering with clinical rotations). Opportunity for co-curricular activities (Service Learning, FA group reflections, eg.) to become curricular and standard in timing, again, not interfering with clinical rotations. Transition into the role of a professional."
"INMD7103","Medicine","Becoming a Doctor Clinical Transition to Residency 1",1,"TMED - Medical School","Opportunity to provide standard curriculum across schools now grounded in substantial clinical experience (eg integrated basic science curriculum). Opportunity for new or existing institutional assessments to happen in a short time frame for all students (not interfering with clinical rotations). Opportunity for co-curricular activities (Service Learning, FA group reflections, etc.) to become curricular and standard in timing, again, not interfering with clinical rotations. Transition into the role of a professional."
"INMD7104","Medicine","Becoming a Doctor Clinical Transition to Residency 2",1,"TMED - Medical School","Opportunity to provide standard curriculum across schools now grounded in substantial clinical experience (e.g., integrated basic science curriculum). Opportunity for new or existing institutional assessments to happen in a short time frame for all students (not interfering with clinical rotations). Opportunity for co-curricular activities (Service Learning, FA group reflections, etc.) to become curricular and standard in timing, again, not interfering with clinical rotations. Transition into the role of a professional."
"MNMD6000","Medicine","Becoming a Doctor Foundations I",1,"TMED - Medical School","The Becoming a Doctor series is an integrated, longitudinal, required educational activity focused on empowering students to transition successfully and resiliently into the role of physician. Through plenary, seminar and workshop sessions, students will develop knowledge and skills in reflective practice and advanced clinical skills, and also participate in activities that foster professional identity formation."
"MNMD6010","Medicine","Becoming a Doctor Foundations II",1,"TMED - Medical School","The Becoming a Doctor series is an integrated, longitudinal, required educational activity focused on empowering students to transition successfully and resiliently into the role of physician. Through plenary, seminar, and workshop sessions, students will develop knowledge and skills in reflective practice and advanced clinical skills, and also participate in activities that foster professional identity formation.

"
"MNMD6020","Medicine","Becoming a Doctor Foundations III",1,"TMED - Medical School","The Becoming a Doctor series is an integrated, longitudinal, required educational activity focused on empowering students to transition successfully and resiliently into the role of physician. Through plenary, seminar, and workshop sessions, students will develop knowledge and skills in reflective practice and advanced clinical skills, and also participate in activities that foster professional identity formation."
"PHAR6700","Pharmacy","Becoming a Pharmacist",2,"TPHR - College of Pharmacy","Introduction to knowledge, skills, attitudes necessary for success in professional pharmacy curriculum/practice of pharmacy."
"PT6212","Graduate","Becoming a Physical Therapist",1,"TMED - Medical School","This course is designed to orient Doctor of Physical Therapy (DPT) students to the culture and operations of the institution, the Program, and the Physical Therapy profession. Learners engage with their peers, faculty, and staff to explore: 1) the breadth of resources available at the University of Minnesota, 2) the DPT curriculum and inclusive Program culture, 3) student engagement and leadership opportunities for early professional development, 4) strategies for a successful transition to graduate professional education, and 5) the foundations of healthcare and the Physical Therapy profession.  "
"CI8575","Graduate","Becoming a Science/Math/STEM Teacher Educator for K‐12 Teachers",3,"TCED - College of Education and Human Development","The purpose of this course is to examine science, math, and STEM teacher preparation of K‐12 teachers in elementary and secondary schools.
We will explore what influences science, math, and/or STEM teacher preparation, from local, state, and national policies, standards and
reforms. We will explore some of the ways that beginning teachers are evaluated and therefore deemed “ready to teach”. We will compare and
contrast different pathways of becoming a teacher. And we will analyze closely the lived experience of pre‐service and beginning teachers and
how this might influence our own teaching philosophies."
"EPSY5271","Undergraduate","Becoming a Teacher of Statistics",3,"TCED - College of Education and Human Development","Current methods of teaching first courses in statistics. Innovative teaching methods, materials, and technological tools. Types of first courses, reform recommendations, goals for student learning, recommended content, teaching methods, technology, student assessment.

prereq: 5261 or equiv"
"ABUS4105","Undergraduate","Becoming an Authentic Leader in an Applied Business Setting",3,"TUCL - College of Continuing and Professional Studies","Students will gain proficiency in various leadership modalities within a self-reflective framework. They will learn to build their own authentic leadership capabilities as well as assess those of fellow leaders across individual, group, and organization levels. Assignments will examine temperament and decision-making, goal setting and personal beliefs, change-making and coping with pressure, and developing personal strengths and professional authenticity.

Prerequisites:  None"
"POL4317","Undergraduate","Becoming Stupid: Anti-Science in American Politics",3,"TCLA - College of Liberal Arts","(1) Political attacks on basic science, including climatology & global warming, vaccines, the Big Bang, evolution, human reproduction, sexuality, and much more. (2) Pseudoscience and anti-intellectualism in American political culture. (3) Money, political interests, and propaganda that drive attacks on science."
"EMMD7512","Medicine","Bedside Ultrasound",4,"TMED - Medical School","This four week elective will introduce students to bedside ultrasound. Students will learn basics of ultrasound and will perform clinical ultrasounds."
"ANSC4603","Undergraduate","Beef Production Systems Management",4,"TCOA - College of Food, Agricultural and Natural Resource Sciences","How to resolve problems and manage cow-calf, stocker, or feedlot operations. Segments of beef industry, challenges. Nutrition, reproduction, genetics, and health in beef cattle production. Students evaluate a beef cattle enterprise and contribute in marketing, selection, reproduction, nutrition, or health management. Concurrent registration is allowed in AnSc 4613. "
"CVM6797","Veterinary Medicine","Beef Production Systems Medicine: Cow-Calf (BPSCC)",2,"TVET - College of Veterinary Medicine","Beef production medicine and health management. How cow-calf medicine fits within the larger North American beef production system. Cow-calf beef production system and related preventative/therapeutic health management programs, purchasing/introducing new stock, marketing systems, facility requirements/design, husbandry, field diagnostics, reproductive management, breeding soundness evaluations, vaccine protocols, record keeping and economics, calving management, body condition scoring, and calf scour management and treatment. Farm visits to evaluate production systems with field trips to high/low health cow-calf operations with focus on problem solving and discussions of on farm disease cases and important industry topics.

prereq: DVM 3rd or 4th yr or instr consent"
"CVM6796","Veterinary Medicine","Beef Production Systems Medicine: Feedlot",2,"TVET - College of Veterinary Medicine","Beef cattle feedlot production, medicine, health management. Production systems. Receiving protocols, economics. Livestock selection/evaluation, health management, facility evaluation. Pre-conditioning, pre-immunization, environmental pollution monitoring, transportation/vaccine protocols, nutrition, respiratory diseases, epidemics/disease. Evaluation of small/large feedlot operations. Body condition scoring, castration, dehorning/parasite control. Necropsy, field pathology sampling.

prereq: DVM 3rd or 4th yr student or instr consent"
"CVM6798","Veterinary Medicine","Beef Production Systems Medicine: Feedlot A",2,"TVET - College of Veterinary Medicine","Beef cattle feedlot production, medicine, health management. Production systems. Receiving protocols, economics. Livestock selection/evaluation, health management, facility evaluation. Pre-conditioning, pre-immunization, environmental pollution monitoring, transportation/vaccine protocols, nutrition, respiratory diseases, epidemics/disease. Evaluation of small/large feedlot operations. Body condition scoring, castration, dehorning/parasite control. Necropsy, Field pathology sampling. Feedlot A rotation is located in Canada. Students are required to fund travel expense.

prereq: DVM 3rd or 4th yr student or instr consent"
"CVM6799","Veterinary Medicine","Beef Productions Medicine: Feedlot B",2,"TVET - College of Veterinary Medicine","Beef cattle feedlot production, medicine, health management. Production systems. Receiving protocols, economics. Livestock selection/evaluation, health management, facility evaluation. Pre-conditioning, pre-immunization environmental pollution monitoring, transportation/vaccine protocols, nutrition, respiratory diseases, epidemics/disease. Evaluation of small/large feedlot operations. Body condition scoring, castration, dehorning/parasite control. Necropsy, field pathology sampling. Feedlot B rotation is located in Nebraska. Students are required to fund travel expense.

prereq: DVM 3rd or 4th yr student or instr consent"
"MUS5631","Graduate","Beethoven Sonatas for Solo Piano, Violin, & Cello",3,"TCLA - College of Liberal Arts","Beethoven's sonatas are central to the violin, cello, and piano repertoires, and they will be examined in relation to the composer's life, times, and developing style. Scholarly books and articles, mostly musicological but also analytical, will provide the stimulus for understanding these works. The implications of such scholarly investigations for performance will also be a running theme of the course. Attention will therefore be given to performance practice issues as well as some difficult editorial and notational problems associated with the scores.

Pre-requisite: Graduate student in Music or instructor consent"
"MUS5668","Undergraduate","Beethoven's Symphonies",3,"TCLA - College of Liberal Arts","Analytical overview of selected movements from Beethoven's 9 symphonies. Principles of sonata analysis (norm and deformation); introduction to wider contexts of interpretation and understanding (generic, expressive, social).

prereq: 3603, instr consent"
"CNRC5051","Undergraduate","Before Herodotus: History and Historiography of Mesopotamia and the Ancient Near East",3,"TCLA - College of Liberal Arts","Seminar. Historical method/sources for Ancient Near Eastern history. Historical tradition and historiographic texts of Mesopotamia and neighboring regions of Ancient Near East/their relationship to the works of classical historians such as Herodotus. Use of these sources in modern historiography of Ancient Near East.

prereq: Previous coursework in Ancient Near Eastern history recommended"
"HIST5051","Graduate","Before Herodotus: History and Historiography of Mesopotamia and the Ancient Near East",3,"TCLA - College of Liberal Arts","Historical method/sources for ancient Near Eastern history. Historical traditions. Historiographic texts of Mesopotamia and neighboring regions of the ancient Near East, secondary emphasis on their relationship to works of classical historians such as Herodotus. Use of these sources in modern historiography of ancient Near East.

prereq: Prev coursework in ancient Near Eastern history recommended"
"EPSY1905","Undergraduate","Beginners' Chess and 21st Century Skills",3,"TCED - College of Education and Human Development","Examination of the basic components of chess, computer-based chess, how chess players think, including visual-spatial thinking and critical thinking, the psychology of critical thinking and other 21st Century reasoning skills, research on chess cognition, and the international chess community."
"LANG1481","Undergraduate","Beginning Akan I",4,"TCLA - College of Liberal Arts","This is a Big Ten Academic Alliance CourseShare course. The instructor is at Indiana University, but you enroll and receive credit for it at the University of Minnesota. This course is received online. It is intended for beginners. Heritage learners or students with prior experience with an Akan language like Twi should contact the Language Center at elsie@umn.edu for placement assistance. Please note the special start and end dates."
"LANG1482","Undergraduate","Beginning Akan II",4,"TCLA - College of Liberal Arts","This is a Big Ten Academic Alliance CourseShare course. The instructor is at Indiana University, but you enroll and receive credit for it at the University of Minnesota. This course is received online. It is intended for students who completed the previous course. Heritage learners or students with prior experience with an Akan language like Twi should contact the Language Center at elsie@umn.edu for placement assistance. Please note the special start and end dates."
"ARAB1101","Undergraduate","Beginning Arabic I",5,"TCLA - College of Liberal Arts","After learning the Arabic script, you will develop your ability to communicate in Arabic about yourself, your community, and your environment. You will learn to speak, write, read, and listen to meet the demands of daily life. You will learn to inquire about others and negotiate meaning with them, and to interpret concise print, oral, and digital texts. You will also begin to explore the rich cultural diversity of the Arab world. This class is taught following a communicative and interactive approach and is focused on practice."
"ARAB4101","Graduate","Beginning Arabic I for Graduate Student Research",5,"TCLA - College of Liberal Arts","After learning the Arabic script, you will develop your ability to communicate in Arabic about yourself, your community and your environment. You will learn to speak, write, read, and listen to meet the demands of daily life. You will learn to inquire about others and negotiate meaning with them, and to interpret concise print, oral, and digital texts. You will also begin to explore the rich cultural diversity of the Arab world. This class is taught following a communicative and interactive approach and is focused on practice."
"ARAB1102","Undergraduate","Beginning Arabic II",5,"TCLA - College of Liberal Arts","As the continuation of ARAB-1101, ARAB-1102 focuses on the equal development of the fundamental skills of speaking, writing, reading, and listening in Modern Standard Arabic. Content is tailored to meet the communicative demands of daily life. Class time is mostly devoted to practice. In addition to daily homework assignments, students give oral presentations, compose basic essays, and work on an oral or written project. Attendance of this class is required for all five weekly contact hours. 

Pre-req: pass in ARAB-1101/4101, or equivalent experience as assessed through a placement test."
"ARAB4102","Graduate","Beginning Arabic II for Graduate Student Research",5,"TCLA - College of Liberal Arts","Comprehension, oral practice, reading of standard Arabic. Meets with 1102.

prereq: 4101 or equiv"
"LANG1171","Undergraduate","Beginning Aramaic I",3,"TCLA - College of Liberal Arts","CourseShare course hosted by Penn State University. Received via video conferencing. Email the CLA Language Center at elsie@umn.edu for more information. "
"LANG4171","Graduate","Beginning Aramaic I for Grad Research",3,"TCLA - College of Liberal Arts","CourseShare course hosted by Penn State University. Received via video conferencing. Email the CLA Language Center at elsie@umn.edu for more information."
"LANG5171","Graduate","Beginning Aramaic I for Graduate Students",3,"TCLA - College of Liberal Arts","This is a Big Ten Academic Alliance CourseShare course. The instructor is at Rutgers University but you enroll and receive credit for it at the University of Minnesota. This course is received online. Knowledge of another Semitic language (such as Biblical Aramaic, Arabic, and Hebrew) is helpful but not absolutely necessary. Please note the special start and end dates."
"LANG1431","Undergraduate","Beginning Armenian I",2,"TCLA - College of Liberal Arts","LANG 1431 - Beginning Armenian I  is a Big Ten Academic Alliance CourseShare course. The instructor is at the University of Chicago but you enroll and receive credit for it at the University of Minnesota.  This course is received online. It is intended for beginners. Students with prior knowledge of Armenian should contact the Language Center at elsie@umn.edu or 612-626-6017 for placement assistance."
"LANG1432","Undergraduate","Beginning Armenian II",2,"TCLA - College of Liberal Arts","This is a Big Ten Academic Alliance CourseShare course. The instructor is at the University of Chicago, but you enroll and receive credit for it at the University of Minnesota. This course is received online. It is intended for students who completed the previous course. Students with prior knowledge of Armenian should contact the Language Center at elsie@umn.edu for placement assistance. Please note special start and end dates. "
"LANG1433","Undergraduate","Beginning Armenian III",2,"TCLA - College of Liberal Arts","This is a Big Ten Academic Alliance CourseShare course. The instructor is at the University of Chicago, but you enroll and receive credit for it at the University of Minnesota. This course is received online. It is intended for students who completed the previous course. Students with prior knowledge of Armenian should contact the Language Center at elsie@umn.edu for placement assistance. Please note special start and end dates. "
"LANG1201","Undergraduate","Beginning Basque I",3,"TCLA - College of Liberal Arts","LANG 1201 - Beginning Basque I is a Big Ten Academic Alliance CourseShare course. The instructor is at the University of Illinois but you enroll and receive credit for it at the University of Minnesota. This course is received online. It is intended for students who have previously studied a different Romance language, such as French, Italian, or Spanish. Heritage learners or students with priority experience with Basque should contact the Language Center at elsie@umn.edu or 612-626-6017 for placement assistance.
"
"LANG1202","Undergraduate","Beginning Basque II",2,"TCLA - College of Liberal Arts","Beginning Basque II is a Big Ten Academic Alliance CourseShare course. The instructor is at the University of Chicago, but you enroll and receive credit for it at the University of Minnesota. This course is received online. It is intended for students who completed the previous course. Heritage speakers and those with prior knowledge of Basque should contact the Language Center at elsie@umn.edu or 612-626-6017 for placement assistance."
"LANG1203","Undergraduate","Beginning Basque III",2,"TCLA - College of Liberal Arts","Beginning Basque III is a Big Ten Academic Alliance CourseShare course. The instructor is at the University of Chicago, but you enroll and receive credit for it at the University of Minnesota. This course is received online. It is intended for students who have completed the previous course. Heritage speakers and those with prior knowledge of Basque should contact the Language Center at elsie@umn.edu or 612-626-6017 for placement assistance."
"LANG1351","Undergraduate","Beginning BCS (Bosnian, Croatian, Serbian) I",4,"TCLA - College of Liberal Arts","LANG 1351 - Beginning BCS (Bosnian, Croatian, Serbian) I is a Big Ten Academic Alliance CourseShare course. The instructor is at Indiana University, but you enroll and receive credit for it at the University of Minnesota. This course is received online. It is intended for beginners. Heritage speakers and those with prior knowledge of Bosnian, Croatian and/or Serbian should contact the Language Center at elsie@umn.edu or 612-626-6017 for placement assistance.
"
"LANG1353","Undergraduate","Beginning BCS (Bosnian, Croatian, Serbian) I",2,"TCLA - College of Liberal Arts","LANG 1353 - Beginning BCS (Bosnian, Croatian, Serbian) I is a Big Ten Academic Alliance CourseShare course. The instructor is at the University of Chicago, but you enroll and receive credit for it at the University of Minnesota. This course is received online. It is intended for beginners. Heritage speakers and those with prior knowledge of Bosnian, Croatian and/or Serbian should contact the Language Center at elsie@umn.edu for placement assistance."
"LANG1352","Undergraduate","Beginning BCS (Bosnian, Croatian, Serbian) II",4,"TCLA - College of Liberal Arts","LANG 1352 - Beginning BCS (Bosnian, Croatian, Serbian) IIis a Big Ten Academic Alliance CourseShare course. The instructor is at Indiana University, but you enroll and receive credit for it at the University of Minnesota. This course is received online. It is intended for students who completed the previous course. Heritage speakers and those with prior knowledge of Bosnian, Croatian, and/or Serbian should contact the Language Center at elsie@umn.edu or 612-626-6017 for placement assistance.
"
"LANG1354","Undergraduate","Beginning BCS (Bosnian, Croatian, Serbian) II",2,"TCLA - College of Liberal Arts","LANG 1354 - Beginning BCS (Bosnian, Croatian, Serbian) I is a Big Ten Academic Alliance CourseShare course. The instructor is at the University of Chicago, but you enroll and receive credit for it at the University of Minnesota. This course is received online. It is intended for students who completed the previous course. Heritage speakers and those with prior knowledge of Bosnian, Croatian and/or Serbian should contact the Language Center at elsie@umn.edu for placement assistance. Please note special start and end dates. "
"LANG1355","Undergraduate","Beginning BCS (Bosnian, Croatian, Serbian) III",2,"TCLA - College of Liberal Arts","This is a Big Ten Academic Alliance CourseShare course. The instructor is at the University of Chicago, but you enroll and receive credit for it at the University of Minnesota. This course is received online. It is intended for students who completed the previous course. Heritage speakers and those with prior knowledge of Bosnian, Croatian, and/or Serbian should contact the Language Center at elsie@umn.edu for placement assistance. Please note special start and end dates. "
"HEBR1101","Undergraduate","Beginning Biblical Hebrew I",5,"TCLA - College of Liberal Arts","The Hebrew Bible is one of the most important literary texts in world history, and one of the most culturally and morally influential in the development of western civilization. Most of this influence, however, has been via translation. Have you ever wondered if you can trust the translation? Does the Adam and Eve story really say what you think it does? Does the Hebrew Bible really include all the strict moral pronouncements and prohibitions that are attributed to it? This course offers the tools you need to read simple narrative texts in the Bible for yourself, while also introducing you to multiple approaches in biblical scholarship.

Biblical Hebrew also satisfies the CLA Language requirement."
"HEBR4104","Graduate","Beginning Biblical Hebrew I for Graduate Student Research",5,"TCLA - College of Liberal Arts","The Hebrew Bible is one of the most important literary texts in world history, and one of the most culturally and morally influential in the development of western civilization. Most of this influence, however, has been via translation. Have you ever wondered if you can trust the translation? Does the Adam and Eve story really say what you think it does? Does the Hebrew Bible really include all the strict moral pronouncements and prohibitions that are attributed to it? This course offers the tools you need to read simple narrative texts in the Bible for yourself, while also introducing you to multiple approaches in biblical scholarship.

Biblical Hebrew also satisfies the CLA Language requirement."
"HEBR1102","Undergraduate","Beginning Biblical Hebrew II",5,"TCLA - College of Liberal Arts","Progression to more sophisticated reading of narrative, prophetic, and legal texts. Presentation/discussion of multiple approaches to problems/issues in biblical scholarship.

prereq: Grade of at least [C- or S] in [1101 or 4104] or instr consent"
"HEBR4105","Graduate","Beginning Biblical Hebrew II for Graduate Student Research",5,"TCLA - College of Liberal Arts","Progression to more sophisticated reading of narrative, prophetic, and legal texts. Presentation and discussion of multiple approaches to problems and issues in biblical scholarship. Meets with 1102.

prereq: Grade of at least [C- or S] in [1101 or 4104] or instr consent"
"LANG1471","Undergraduate","Beginning Burmese I",3,"TCLA - College of Liberal Arts","This is a Big Ten Academic Alliance CourseShare course. The instructor is at Indiana University but you enroll and receive credit for it at the University of Minnesota. This course is received online. It is intended for beginners. Heritage learners or students with prior experience with Burmese should contact the Language Center at elsie@umn.edu for placement assistance. Please note the special start and end dates."
"LANG1472","Undergraduate","Beginning Burmese II",3,"TCLA - College of Liberal Arts","This is a Big Ten Academic Alliance CourseShare course. The instructor is at Indiana University, but students enroll and receive credit for it at the University of Minnesota. This course is received online. It is intended for students who completed the previous course. Heritage learners or students with prior experience with Burmese should contact the Language Center at elsie@umn.edu for placement assistance. Please note the special start and end dates."
